name,precision,size[y,x]
layers.4.attention.norm_k.weight,BF16,256
layers.4.attention.norm_q.weight,BF16,256
layers.4.attention.o.weight,F8_E4M3,4608x4608
layers.4.attention.o.weight_scale,F32,4608
layers.4.attention.qkv.weight,F8_E4M3,13824x4608
layers.4.attention.qkv.weight_scale,F32,13824
layers.4.attention_norm1.weight,BF16,4608
layers.4.attention_norm2.weight,BF16,4608
layers.4.feed_forward.w1.weight,F8_E4M3,12288x4608
layers.4.feed_forward.w1.weight_scale,F32,12288
layers.4.feed_forward.w2.weight,F8_E4M3,4608x12288
layers.4.feed_forward.w2.weight_scale,F32,4608
layers.4.feed_forward.w3.weight,F8_E4M3,12288x4608
layers.4.feed_forward.w3.weight_scale,F32,12288
layers.4.ffn_norm1.weight,BF16,4608
layers.4.ffn_norm2.weight,BF16,4608
layers.5.adaln_modulation.bias,BF16,18432
layers.5.adaln_modulation.weight,F8_E4M3,18432x512
layers.5.adaln_modulation.weight_scale,F32,18432
layers.5.attention.norm_k.weight,BF16,256
layers.5.attention.norm_q.weight,BF16,256
layers.5.attention.o.weight,F8_E4M3,4608x4608
layers.5.attention.o.weight_scale,F32,4608
layers.5.attention.qkv.weight,F8_E4M3,13824x4608
layers.5.attention.qkv.weight_scale,F32,13824
layers.5.attention_norm1.weight,BF16,4608
layers.5.attention_norm2.weight,BF16,4608
layers.5.feed_forward.w1.weight,F8_E4M3,12288x4608
layers.5.feed_forward.w1.weight_scale,F32,12288
layers.5.feed_forward.w2.weight,F8_E4M3,4608x12288
layers.5.feed_forward.w2.weight_scale,F32,4608
layers.5.feed_forward.w3.weight,F8_E4M3,12288x4608
layers.5.feed_forward.w3.weight_scale,F32,12288
layers.5.ffn_norm1.weight,BF16,4608
layers.5.ffn_norm2.weight,BF16,4608
layers.6.adaln_modulation.bias,BF16,18432
layers.6.adaln_modulation.weight,F8_E4M3,18432x512
layers.6.adaln_modulation.weight_scale,F32,18432
layers.6.attention.norm_k.weight,BF16,256
layers.6.attention.norm_q.weight,BF16,256
layers.6.attention.o.weight,F8_E4M3,4608x4608
layers.6.attention.o.weight_scale,F32,4608
layers.6.attention.qkv.weight,F8_E4M3,13824x4608
layers.6.attention.qkv.weight_scale,F32,13824
layers.6.attention_norm1.weight,BF16,4608
layers.6.attention_norm2.weight,BF16,4608
layers.6.feed_forward.w1.weight,F8_E4M3,12288x4608
layers.6.feed_forward.w1.weight_scale,F32,12288
layers.6.feed_forward.w2.weight,F8_E4M3,4608x12288
layers.6.feed_forward.w2.weight_scale,F32,4608
layers.6.feed_forward.w3.weight,F8_E4M3,12288x4608
layers.6.feed_forward.w3.weight_scale,F32,12288
layers.6.ffn_norm1.weight,BF16,4608
layers.6.ffn_norm2.weight,BF16,4608
layers.7.adaln_modulation.bias,BF16,18432
layers.7.adaln_modulation.weight,F8_E4M3,18432x512
layers.7.adaln_modulation.weight_scale,F32,18432
layers.7.attention.norm_k.weight,BF16,256
layers.7.attention.norm_q.weight,BF16,256
layers.7.attention.o.weight,F8_E4M3,4608x4608
layers.7.attention.o.weight_scale,F32,4608
layers.7.attention.qkv.weight,F8_E4M3,13824x4608
layers.7.attention.qkv.weight_scale,F32,13824
layers.7.attention_norm1.weight,BF16,4608
layers.7.attention_norm2.weight,BF16,4608
layers.7.feed_forward.w1.weight,F8_E4M3,12288x4608
layers.7.feed_forward.w1.weight_scale,F32,12288
layers.7.feed_forward.w2.weight,F8_E4M3,4608x12288
layers.7.feed_forward.w2.weight_scale,F32,4608
layers.7.feed_forward.w3.weight,F8_E4M3,12288x4608
layers.7.feed_forward.w3.weight_scale,F32,12288
layers.7.ffn_norm1.weight,BF16,4608
layers.7.ffn_norm2.weight,BF16,4608
layers.8.adaln_modulation.bias,BF16,18432
layers.8.adaln_modulation.weight,F8_E4M3,18432x512
layers.8.adaln_modulation.weight_scale,F32,18432
layers.8.attention.norm_k.weight,BF16,256
layers.8.attention.norm_q.weight,BF16,256
layers.8.attention.o.weight,F8_E4M3,4608x4608
layers.8.attention.o.weight_scale,F32,4608
layers.8.attention.qkv.weight,F8_E4M3,13824x4608
layers.8.attention.qkv.weight_scale,F32,13824
layers.8.attention_norm1.weight,BF16,4608
layers.8.attention_norm2.weight,BF16,4608
layers.8.feed_forward.w1.weight,F8_E4M3,12288x4608
layers.8.feed_forward.w1.weight_scale,F32,12288
layers.8.feed_forward.w2.weight,F8_E4M3,4608x12288
layers.8.feed_forward.w2.weight_scale,F32,4608
layers.8.feed_forward.w3.weight,F8_E4M3,12288x4608
layers.8.feed_forward.w3.weight_scale,F32,12288
layers.8.ffn_norm1.weight,BF16,4608
layers.8.ffn_norm2.weight,BF16,4608
layers.9.adaln_modulation.bias,BF16,18432
layers.9.adaln_modulation.weight,F8_E4M3,18432x512
layers.9.adaln_modulation.weight_scale,F32,18432
layers.9.attention.norm_k.weight,BF16,256
layers.9.attention.norm_q.weight,BF16,256
layers.9.attention.o.weight,F8_E4M3,4608x4608
layers.9.attention.o.weight_scale,F32,4608
layers.9.attention.qkv.weight,F8_E4M3,13824x4608
layers.9.attention.qkv.weight_scale,F32,13824
layers.9.attention_norm1.weight,BF16,4608
layers.9.attention_norm2.weight,BF16,4608
layers.9.feed_forward.w1.weight,F8_E4M3,12288x4608
layers.9.feed_forward.w1.weight_scale,F32,12288
layers.9.feed_forward.w2.weight,F8_E4M3,4608x12288
layers.9.feed_forward.w2.weight_scale,F32,4608
layers.9.feed_forward.w3.weight,F8_E4M3,12288x4608
layers.9.feed_forward.w3.weight_scale,F32,12288
layers.9.ffn_norm1.weight,BF16,4608
layers.9.ffn_norm2.weight,BF16,4608
llm_cond_norm.weight,BF16,53248
llm_cond_proj.bias,BF16,4608
llm_cond_proj.weight,F8_E4M3,4608x53248
llm_cond_proj.weight_scale,F32,4608
t_embedding.mlp_in.bias,BF16,4608
t_embedding.mlp_in.weight,F8_E4M3,4608x4608
t_embedding.mlp_in.weight_scale,F32,4608
t_embedding.mlp_out.bias,BF16,4608
t_embedding.mlp_out.weight,F8_E4M3,4608x4608
t_embedding.mlp_out.weight_scale,F32,4608
