name,precision,"size[y,x]"
net.blocks.26.cross_attn.k_proj.weight,BF16,"[2048, 1024]"
net.blocks.26.cross_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.26.cross_attn.q_norm.weight,BF16,[128]
net.blocks.26.cross_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.26.cross_attn.v_proj.weight,BF16,"[2048, 1024]"
net.blocks.26.mlp.layer1.weight,BF16,"[8192, 2048]"
net.blocks.26.mlp.layer2.weight,BF16,"[2048, 8192]"
net.blocks.26.self_attn.k_norm.weight,BF16,[128]
net.blocks.26.self_attn.k_proj.weight,BF16,"[2048, 2048]"
net.blocks.26.self_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.26.self_attn.q_norm.weight,BF16,[128]
net.blocks.26.self_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.26.self_attn.v_proj.weight,BF16,"[2048, 2048]"
net.blocks.27.adaln_modulation_cross_attn.1.weight,BF16,"[256, 2048]"
net.blocks.27.adaln_modulation_cross_attn.2.weight,BF16,"[6144, 256]"
net.blocks.27.adaln_modulation_mlp.1.weight,BF16,"[256, 2048]"
net.blocks.27.adaln_modulation_mlp.2.weight,BF16,"[6144, 256]"
net.blocks.27.adaln_modulation_self_attn.1.weight,BF16,"[256, 2048]"
net.blocks.27.adaln_modulation_self_attn.2.weight,BF16,"[6144, 256]"
net.blocks.27.cross_attn.k_norm.weight,BF16,[128]
net.blocks.27.cross_attn.k_proj.weight,BF16,"[2048, 1024]"
net.blocks.27.cross_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.27.cross_attn.q_norm.weight,BF16,[128]
net.blocks.27.cross_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.27.cross_attn.v_proj.weight,BF16,"[2048, 1024]"
net.blocks.27.mlp.layer1.weight,BF16,"[8192, 2048]"
net.blocks.27.mlp.layer2.weight,BF16,"[2048, 8192]"
net.blocks.27.self_attn.k_norm.weight,BF16,[128]
net.blocks.27.self_attn.k_proj.weight,BF16,"[2048, 2048]"
net.blocks.27.self_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.27.self_attn.q_norm.weight,BF16,[128]
net.blocks.27.self_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.27.self_attn.v_proj.weight,BF16,"[2048, 2048]"
net.blocks.3.adaln_modulation_cross_attn.1.weight,BF16,"[256, 2048]"
net.blocks.3.adaln_modulation_cross_attn.2.weight,BF16,"[6144, 256]"
net.blocks.3.adaln_modulation_mlp.1.weight,BF16,"[256, 2048]"
net.blocks.3.adaln_modulation_mlp.2.weight,BF16,"[6144, 256]"
net.blocks.3.adaln_modulation_self_attn.1.weight,BF16,"[256, 2048]"
net.blocks.3.adaln_modulation_self_attn.2.weight,BF16,"[6144, 256]"
net.blocks.3.cross_attn.k_norm.weight,BF16,[128]
net.blocks.3.cross_attn.k_proj.weight,BF16,"[2048, 1024]"
net.blocks.3.cross_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.3.cross_attn.q_norm.weight,BF16,[128]
net.blocks.3.cross_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.3.cross_attn.v_proj.weight,BF16,"[2048, 1024]"
net.blocks.3.mlp.layer1.weight,BF16,"[8192, 2048]"
net.blocks.3.mlp.layer2.weight,BF16,"[2048, 8192]"
net.blocks.3.self_attn.k_norm.weight,BF16,[128]
net.blocks.3.self_attn.k_proj.weight,BF16,"[2048, 2048]"
net.blocks.3.self_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.3.self_attn.q_norm.weight,BF16,[128]
net.blocks.3.self_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.3.self_attn.v_proj.weight,BF16,"[2048, 2048]"
net.blocks.4.adaln_modulation_cross_attn.1.weight,BF16,"[256, 2048]"
net.blocks.4.adaln_modulation_cross_attn.2.weight,BF16,"[6144, 256]"
net.blocks.4.adaln_modulation_mlp.1.weight,BF16,"[256, 2048]"
net.blocks.4.adaln_modulation_mlp.2.weight,BF16,"[6144, 256]"
net.blocks.4.adaln_modulation_self_attn.1.weight,BF16,"[256, 2048]"
net.blocks.4.adaln_modulation_self_attn.2.weight,BF16,"[6144, 256]"
net.blocks.4.cross_attn.k_norm.weight,BF16,[128]
net.blocks.4.cross_attn.k_proj.weight,BF16,"[2048, 1024]"
net.blocks.4.cross_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.4.cross_attn.q_norm.weight,BF16,[128]
net.blocks.4.cross_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.4.cross_attn.v_proj.weight,BF16,"[2048, 1024]"
net.blocks.4.mlp.layer1.weight,BF16,"[8192, 2048]"
net.blocks.4.mlp.layer2.weight,BF16,"[2048, 8192]"
net.blocks.4.self_attn.k_norm.weight,BF16,[128]
net.blocks.4.self_attn.k_proj.weight,BF16,"[2048, 2048]"
net.blocks.4.self_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.4.self_attn.q_norm.weight,BF16,[128]
net.blocks.4.self_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.4.self_attn.v_proj.weight,BF16,"[2048, 2048]"
net.blocks.5.adaln_modulation_cross_attn.1.weight,BF16,"[256, 2048]"
net.blocks.5.adaln_modulation_cross_attn.2.weight,BF16,"[6144, 256]"
net.blocks.5.adaln_modulation_mlp.1.weight,BF16,"[256, 2048]"
net.blocks.5.adaln_modulation_mlp.2.weight,BF16,"[6144, 256]"
net.blocks.5.adaln_modulation_self_attn.1.weight,BF16,"[256, 2048]"
net.blocks.5.adaln_modulation_self_attn.2.weight,BF16,"[6144, 256]"
net.blocks.5.cross_attn.k_norm.weight,BF16,[128]
net.blocks.5.cross_attn.k_proj.weight,BF16,"[2048, 1024]"
net.blocks.5.cross_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.5.cross_attn.q_norm.weight,BF16,[128]
net.blocks.5.cross_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.5.cross_attn.v_proj.weight,BF16,"[2048, 1024]"
net.blocks.5.mlp.layer1.weight,BF16,"[8192, 2048]"
net.blocks.5.mlp.layer2.weight,BF16,"[2048, 8192]"
net.blocks.5.self_attn.k_norm.weight,BF16,[128]
net.blocks.5.self_attn.k_proj.weight,BF16,"[2048, 2048]"
net.blocks.5.self_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.5.self_attn.q_norm.weight,BF16,[128]
net.blocks.5.self_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.5.self_attn.v_proj.weight,BF16,"[2048, 2048]"
net.blocks.6.adaln_modulation_cross_attn.1.weight,BF16,"[256, 2048]"
net.blocks.6.adaln_modulation_cross_attn.2.weight,BF16,"[6144, 256]"
net.blocks.6.adaln_modulation_mlp.1.weight,BF16,"[256, 2048]"
net.blocks.6.adaln_modulation_mlp.2.weight,BF16,"[6144, 256]"
net.blocks.6.adaln_modulation_self_attn.1.weight,BF16,"[256, 2048]"
net.blocks.6.adaln_modulation_self_attn.2.weight,BF16,"[6144, 256]"
net.blocks.6.cross_attn.k_norm.weight,BF16,[128]
net.blocks.6.cross_attn.k_proj.weight,BF16,"[2048, 1024]"
net.blocks.6.cross_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.6.cross_attn.q_norm.weight,BF16,[128]
net.blocks.6.cross_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.6.cross_attn.v_proj.weight,BF16,"[2048, 1024]"
net.blocks.6.mlp.layer1.weight,BF16,"[8192, 2048]"
net.blocks.6.mlp.layer2.weight,BF16,"[2048, 8192]"
net.blocks.6.self_attn.k_norm.weight,BF16,[128]
net.blocks.6.self_attn.k_proj.weight,BF16,"[2048, 2048]"
net.blocks.6.self_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.6.self_attn.q_norm.weight,BF16,[128]
net.blocks.6.self_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.6.self_attn.v_proj.weight,BF16,"[2048, 2048]"
net.blocks.7.adaln_modulation_cross_attn.1.weight,BF16,"[256, 2048]"
net.blocks.7.adaln_modulation_cross_attn.2.weight,BF16,"[6144, 256]"
net.blocks.7.adaln_modulation_mlp.1.weight,BF16,"[256, 2048]"
net.blocks.7.adaln_modulation_mlp.2.weight,BF16,"[6144, 256]"
net.blocks.7.adaln_modulation_self_attn.1.weight,BF16,"[256, 2048]"
net.blocks.7.adaln_modulation_self_attn.2.weight,BF16,"[6144, 256]"
net.blocks.7.cross_attn.k_norm.weight,BF16,[128]
net.blocks.7.cross_attn.k_proj.weight,BF16,"[2048, 1024]"
net.blocks.7.cross_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.7.cross_attn.q_norm.weight,BF16,[128]
net.blocks.7.cross_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.7.cross_attn.v_proj.weight,BF16,"[2048, 1024]"
net.blocks.7.mlp.layer1.weight,BF16,"[8192, 2048]"
net.blocks.7.mlp.layer2.weight,BF16,"[2048, 8192]"
net.blocks.7.self_attn.k_norm.weight,BF16,[128]
net.blocks.7.self_attn.k_proj.weight,BF16,"[2048, 2048]"
net.blocks.7.self_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.7.self_attn.q_norm.weight,BF16,[128]
net.blocks.7.self_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.7.self_attn.v_proj.weight,BF16,"[2048, 2048]"
net.blocks.8.adaln_modulation_cross_attn.1.weight,BF16,"[256, 2048]"
net.blocks.8.adaln_modulation_cross_attn.2.weight,BF16,"[6144, 256]"
net.blocks.8.adaln_modulation_mlp.1.weight,BF16,"[256, 2048]"
net.blocks.8.adaln_modulation_mlp.2.weight,BF16,"[6144, 256]"
net.blocks.8.adaln_modulation_self_attn.1.weight,BF16,"[256, 2048]"
net.blocks.8.adaln_modulation_self_attn.2.weight,BF16,"[6144, 256]"
net.blocks.8.cross_attn.k_norm.weight,BF16,[128]
net.blocks.8.cross_attn.k_proj.weight,BF16,"[2048, 1024]"
net.blocks.8.cross_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.8.cross_attn.q_norm.weight,BF16,[128]
net.blocks.8.cross_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.8.cross_attn.v_proj.weight,BF16,"[2048, 1024]"
net.blocks.8.mlp.layer1.weight,BF16,"[8192, 2048]"
net.blocks.8.mlp.layer2.weight,BF16,"[2048, 8192]"
net.blocks.8.self_attn.k_norm.weight,BF16,[128]
net.blocks.8.self_attn.k_proj.weight,BF16,"[2048, 2048]"
net.blocks.8.self_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.8.self_attn.q_norm.weight,BF16,[128]
net.blocks.8.self_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.8.self_attn.v_proj.weight,BF16,"[2048, 2048]"
net.blocks.9.adaln_modulation_cross_attn.1.weight,BF16,"[256, 2048]"
net.blocks.9.adaln_modulation_cross_attn.2.weight,BF16,"[6144, 256]"
net.blocks.9.adaln_modulation_mlp.1.weight,BF16,"[256, 2048]"
net.blocks.9.adaln_modulation_mlp.2.weight,BF16,"[6144, 256]"
net.blocks.9.adaln_modulation_self_attn.1.weight,BF16,"[256, 2048]"
net.blocks.9.adaln_modulation_self_attn.2.weight,BF16,"[6144, 256]"
net.blocks.9.cross_attn.k_norm.weight,BF16,[128]
net.blocks.9.cross_attn.k_proj.weight,BF16,"[2048, 1024]"
net.blocks.9.cross_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.9.cross_attn.q_norm.weight,BF16,[128]
net.blocks.9.cross_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.9.cross_attn.v_proj.weight,BF16,"[2048, 1024]"
net.blocks.9.mlp.layer1.weight,BF16,"[8192, 2048]"
net.blocks.9.mlp.layer2.weight,BF16,"[2048, 8192]"
net.blocks.9.self_attn.k_norm.weight,BF16,[128]
net.blocks.9.self_attn.k_proj.weight,BF16,"[2048, 2048]"
net.blocks.9.self_attn.output_proj.weight,BF16,"[2048, 2048]"
net.blocks.9.self_attn.q_norm.weight,BF16,[128]
net.blocks.9.self_attn.q_proj.weight,BF16,"[2048, 2048]"
net.blocks.9.self_attn.v_proj.weight,BF16,"[2048, 2048]"
net.final_layer.adaln_modulation.1.weight,BF16,"[256, 2048]"
net.final_layer.adaln_modulation.2.weight,BF16,"[4096, 256]"
net.final_layer.linear.weight,BF16,"[64, 2048]"
net.llm_adapter.blocks.0.cross_attn.k_norm.weight,BF16,[64]
net.llm_adapter.blocks.0.cross_attn.k_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.0.cross_attn.o_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.0.cross_attn.q_norm.weight,BF16,[64]
net.llm_adapter.blocks.0.cross_attn.q_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.0.cross_attn.v_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.0.mlp.0.bias,BF16,[4096]
net.llm_adapter.blocks.0.mlp.0.weight,BF16,"[4096, 1024]"
net.llm_adapter.blocks.0.mlp.2.bias,BF16,[1024]
net.llm_adapter.blocks.0.mlp.2.weight,BF16,"[1024, 4096]"
net.llm_adapter.blocks.0.norm_cross_attn.weight,BF16,[1024]
net.llm_adapter.blocks.0.norm_mlp.weight,BF16,[1024]
net.llm_adapter.blocks.0.norm_self_attn.weight,BF16,[1024]
net.llm_adapter.blocks.0.self_attn.k_norm.weight,BF16,[64]
net.llm_adapter.blocks.0.self_attn.k_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.0.self_attn.o_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.0.self_attn.q_norm.weight,BF16,[64]
net.llm_adapter.blocks.0.self_attn.q_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.0.self_attn.v_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.1.cross_attn.k_norm.weight,BF16,[64]
net.llm_adapter.blocks.1.cross_attn.k_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.1.cross_attn.o_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.1.cross_attn.q_norm.weight,BF16,[64]
net.llm_adapter.blocks.1.cross_attn.q_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.1.cross_attn.v_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.1.mlp.0.bias,BF16,[4096]
net.llm_adapter.blocks.1.mlp.0.weight,BF16,"[4096, 1024]"
net.llm_adapter.blocks.1.mlp.2.bias,BF16,[1024]
net.llm_adapter.blocks.1.mlp.2.weight,BF16,"[1024, 4096]"
net.llm_adapter.blocks.1.norm_cross_attn.weight,BF16,[1024]
net.llm_adapter.blocks.1.norm_mlp.weight,BF16,[1024]
net.llm_adapter.blocks.1.norm_self_attn.weight,BF16,[1024]
net.llm_adapter.blocks.1.self_attn.k_norm.weight,BF16,[64]
net.llm_adapter.blocks.1.self_attn.k_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.1.self_attn.o_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.1.self_attn.q_norm.weight,BF16,[64]
net.llm_adapter.blocks.1.self_attn.q_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.1.self_attn.v_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.2.cross_attn.k_norm.weight,BF16,[64]
net.llm_adapter.blocks.2.cross_attn.k_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.2.cross_attn.o_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.2.cross_attn.q_norm.weight,BF16,[64]
net.llm_adapter.blocks.2.cross_attn.q_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.2.cross_attn.v_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.2.mlp.0.bias,BF16,[4096]
net.llm_adapter.blocks.2.mlp.0.weight,BF16,"[4096, 1024]"
net.llm_adapter.blocks.2.mlp.2.bias,BF16,[1024]
net.llm_adapter.blocks.2.mlp.2.weight,BF16,"[1024, 4096]"
net.llm_adapter.blocks.2.norm_cross_attn.weight,BF16,[1024]
net.llm_adapter.blocks.2.norm_mlp.weight,BF16,[1024]
net.llm_adapter.blocks.2.norm_self_attn.weight,BF16,[1024]
net.llm_adapter.blocks.2.self_attn.k_norm.weight,BF16,[64]
net.llm_adapter.blocks.2.self_attn.k_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.2.self_attn.o_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.2.self_attn.q_norm.weight,BF16,[64]
net.llm_adapter.blocks.2.self_attn.q_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.2.self_attn.v_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.3.cross_attn.k_norm.weight,BF16,[64]
net.llm_adapter.blocks.3.cross_attn.k_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.3.cross_attn.o_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.3.cross_attn.q_norm.weight,BF16,[64]
net.llm_adapter.blocks.3.cross_attn.q_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.3.cross_attn.v_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.3.mlp.0.bias,BF16,[4096]
net.llm_adapter.blocks.3.mlp.0.weight,BF16,"[4096, 1024]"
net.llm_adapter.blocks.3.mlp.2.bias,BF16,[1024]
net.llm_adapter.blocks.3.mlp.2.weight,BF16,"[1024, 4096]"
net.llm_adapter.blocks.3.norm_cross_attn.weight,BF16,[1024]
net.llm_adapter.blocks.3.norm_mlp.weight,BF16,[1024]
net.llm_adapter.blocks.3.norm_self_attn.weight,BF16,[1024]
net.llm_adapter.blocks.3.self_attn.k_norm.weight,BF16,[64]
net.llm_adapter.blocks.3.self_attn.k_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.3.self_attn.o_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.3.self_attn.q_norm.weight,BF16,[64]
net.llm_adapter.blocks.3.self_attn.q_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.3.self_attn.v_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.4.cross_attn.k_norm.weight,BF16,[64]
net.llm_adapter.blocks.4.cross_attn.k_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.4.cross_attn.o_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.4.cross_attn.q_norm.weight,BF16,[64]
net.llm_adapter.blocks.4.cross_attn.q_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.4.cross_attn.v_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.4.mlp.0.bias,BF16,[4096]
net.llm_adapter.blocks.4.mlp.0.weight,BF16,"[4096, 1024]"
net.llm_adapter.blocks.4.mlp.2.bias,BF16,[1024]
net.llm_adapter.blocks.4.mlp.2.weight,BF16,"[1024, 4096]"
net.llm_adapter.blocks.4.norm_cross_attn.weight,BF16,[1024]
net.llm_adapter.blocks.4.norm_mlp.weight,BF16,[1024]
net.llm_adapter.blocks.4.norm_self_attn.weight,BF16,[1024]
net.llm_adapter.blocks.4.self_attn.k_norm.weight,BF16,[64]
net.llm_adapter.blocks.4.self_attn.k_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.4.self_attn.o_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.4.self_attn.q_norm.weight,BF16,[64]
net.llm_adapter.blocks.4.self_attn.q_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.4.self_attn.v_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.5.cross_attn.k_norm.weight,BF16,[64]
net.llm_adapter.blocks.5.cross_attn.k_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.5.cross_attn.o_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.5.cross_attn.q_norm.weight,BF16,[64]
net.llm_adapter.blocks.5.cross_attn.q_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.5.cross_attn.v_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.5.mlp.0.bias,BF16,[4096]
net.llm_adapter.blocks.5.mlp.0.weight,BF16,"[4096, 1024]"
net.llm_adapter.blocks.5.mlp.2.bias,BF16,[1024]
net.llm_adapter.blocks.5.mlp.2.weight,BF16,"[1024, 4096]"
net.llm_adapter.blocks.5.norm_cross_attn.weight,BF16,[1024]
net.llm_adapter.blocks.5.norm_mlp.weight,BF16,[1024]
net.llm_adapter.blocks.5.norm_self_attn.weight,BF16,[1024]
net.llm_adapter.blocks.5.self_attn.k_norm.weight,BF16,[64]
net.llm_adapter.blocks.5.self_attn.k_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.5.self_attn.o_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.5.self_attn.q_norm.weight,BF16,[64]
net.llm_adapter.blocks.5.self_attn.q_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.blocks.5.self_attn.v_proj.weight,BF16,"[1024, 1024]"
net.llm_adapter.embed.weight,BF16,"[32128, 1024]"
net.llm_adapter.norm.weight,BF16,[1024]
net.llm_adapter.out_proj.bias,BF16,[1024]
net.llm_adapter.out_proj.weight,BF16,"[1024, 1024]"
net.t_embedder.1.linear_1.weight,BF16,"[2048, 2048]"
net.t_embedder.1.linear_2.weight,BF16,"[6144, 2048]"
net.t_embedding_norm.weight,BF16,[2048]
net.x_embedder.proj.1.weight,BF16,"[2048, 68]"
